INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
29,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,"this is correct, but their percentage of the population within Great Britain makes them a minority",MIGRANTS,V1
4314,A person with learning difficulties should not be teaching.,"You know, it is just human nature to want to help our fellow humans and to deal with difficulties as best we can.",DISABLED,V6_lab
2565,How can we be sure that all Muslims are nice? They are all mean to women.,I have met so many nice Muslim men. How can we be sure that all of them are mean?,MUSLIMS,V5
3851,Downy children should be isolated in special schools for their own interest.,Children with a disability should be accepted without discrimination.,DISABLED,V6_kc
643,Some races have lower physical and cognitive abilities therefore their life is less valuable.,"If humans are to have value for anything, it is for their choices. Thus, all humans are equal at least until they have made meaningful choices.",other,V1
4320,Kids with learning difficulties do not like to read. So why wasting time teaching them?,"This might be true, but reading is important for all children, it helps them develop their problem-solving skills.",DISABLED,V6_lab
917,I wish I live in a country that does not tolerate gay marriage.,"Marriage should be a choice for all, irrespective of the gender of partners..",LGBT+,V2
957,I went to a shit load of therapy. I still don't feel safe in my own house with all these black people around.,"Fear is a natural emotion. Without it you wouldn't be able to experience joy, peace, creativity, communication, etc. The important think is to understand what should really be feared: for sure not people because of their skin colour.",POC,V2
718,Fat people are a burden to society because of their unhealthy choices.,"For many people, obesity is not a choice.",other,V1
3007,Physically disabled folks are mistakes and should not have access to public services.,Only the government should decide which people will have access to public services and which will not. It is up to the individuals whether or not to accept health professionals treating them.,DISABLED,V6_sbf
2087,Jews are only in it to have money,"Having money is a choice and one made by both men and women, irrespective of religion.",JEWS,V4
2557,"Islam is a disease, a religion spreading like a cancer throughout our societies.",You are absolutely right about one thing: Islam is a religion. It has brought a lot of good to a lot of countries. That is why we should help our Muslim brothers and sisters.,MUSLIMS,V5
3001,"Feminism does not have any scientific basis, it should be rejected.","Feminism doesn't need to have scientific basis: its principles are basic human rights, and it is important that we understand them to live in a more inclusive world.",WOMEN,V5
2302,Women are nothing but whores and expendable commodities to be used and abused by men.,Women are human beings. They have every right to feel valued for who they are.,WOMEN,V4
1847,"Gay sex is a private kink that gays can perform in their gay houses. Instead, love is possible only between a man and a woman.","There are men in love with men too. Some people are heterosexual, and other homosexual. What you are saying is that loving men is not the same as loving women. Still, both are forms of love.",LGBT+,V3
3511,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","Education is about the development of understanding, respect and learning, not isolation and discrimination.",DISABLED,V6_kc
2377,The migrant crisis in our country is a Muslim problem.,"Please help us to understand what's really going on here. Why is it a Muslim problem? If you really want to say this, try speaking to a real migrant first.",other,V4
3032,"In the UK, it should be illegal to be gay.",I don't see why legality should apply to sexual desire as well.,LGBT+,V6_sbf
4932,If homosexuals want to change they should go to a conversion therapy where they are constantly taught to love themselves and other people.,It is not necessary to change their sexuality to love themselves and others. We just need to accept their right to love whoever they want.,LGBT+,V6_mix
