INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
3970,I don't see women contributing anything to society.,Women often do amazing and valuable things for society.,WOMEN,V6_kc
2612,"We need to stop immigrants, they are going to cause conflicts in our society.",Why are you sure that new immigrants are incompatible with our society?,MIGRANTS,V5
1793,"Women are not human, and cannot contribute to our civilization",Women are human beings with dignity. They deserve respect and that goes for everyone.,WOMEN,V3
4381,Gay people are a burden to society.,Isn't it the failure to accept and respect an individual's sexuality that creates the burden society bears?,LGBT+,V6_lab
4404,Foreigners are only interested in their own. They do not even care about their women or children.,"Foreigners have expressed concern for women's rights, and it is not surprising that they want to have access to health care and education, since they care for their children as well.",MIGRANTS,V6_lab
959,White race is superior. Niggas are just a bunch of criminals.,"I'm sorry, but just because someone doesn't have a particular racial identity doesn't make them inherently bad or in any way inferior.",POC,V2
1134,Faggots are ruining this country.,"It seems that you have become intolerant to homosexuals, maybe you should reflect on the reasons why you feel this way about people practicing love.",LGBT+,V2
4918,jewish folks are good for nothing,"Jews contribute to our country, and they are great role models to us.",JEWS,V6_mix
4835,"All Muslims are terrorists, they are all incompatible with any Western society.","You are absolutely right: every human being is unique and needs a certain set of values, which is influenced by their religion. But not all Muslims are terrorists, nor incompatible.",MUSLIMS,V6_mix
2474,"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies.","All societies have had gender inequalities, whether you identify as a male or a female. So why do you think that women are somehow ""less than"" men?",WOMEN,V4
2624,All immigrants are rapists and murderers.,"I don't understand why you'd think that way. I don't see any evidence that immigrants are the core of a problem, to this extent of generalisation.",MIGRANTS,V5
2745,Muslims are not welcome in our country.,"Muslims have been living here since our inception, and we are proud of that. Why would they be a burden to us?",MUSLIMS,V5
3870,"Children should be isolated from gays, they should be raised by heterosexual married people.",What you are saying is so sad. You are considering gays as inferior and as having a negative influence on children. Unfortunately this attitude is not limited to parenting.,LGBT+,V6_kc
4695,Women are sexist bitches who are trying to say that they are superior to men.,"Men are still the primary aggressors in most sexual assaults, and women are victims in about as many cases. This is about sexism, don't you think?",WOMEN,V6_mix
3901,This is an invasion. Millions of strangers jeopardizing our race and culture.,"This is not true, we have always had people of different races in positions of power. We also have the freedom to choose our own culture.",MIGRANTS,V6_kc
741,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,"No one is stopping you from celebrating Easter, nor are they offended by it.",MUSLIMS,V1
4625,Muslim folks are ruining our countries,"They are not ""ruining our countries"" as you claim. They are just individuals choosing to live wherever they think they can have a better life.",MUSLIMS,V6_mix
175,Go and reat the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,"The protocols were written by the czarist police in the early part of the 20th century to counter riots for constitutional government among long-repressed Russian people. ""The Protocols"" did their work well: people returned from thoughts of liberty to slaughtering Jews.",JEWS,V1
4261,Niggas are not as British as we are. They are just an inferior type of citizens.,"So you're saying that they can't be proud of being British, just because of the colour of their skin?",POC,V6_lab
4020,Gays are a problem in our society. They have ruined so many societies.,"It is hard to find examples of a society ruined by homosexuality. Actually, It is hard to find any good examples at all.",LGBT+,V6_lab
3360,gay people are just a bunch of disturbed animals who should not exist in a modern society.,Homosexuality is not a mental disorder and has nothing to do with social problems. It is just a human sexual orientation among many.,LGBT+,V6_sbf
4418,"Muslims have nothing to contribute to our society, they are just common criminals.","Muslims have contributed greatly to our society, and I do not see how they are 'common criminals'.",MUSLIMS,V6_lab
202,Jews are cheap and only care about their comrades.,"What about American Jewish philanthropists such as Julius Rosenwald, who built schools for Black children in the South during the 1930s or Nathan Strauss, who set up deposits to distribute milk to families in poor areas of New York? Or Adolphus Solomons and Clara Barton, that laid the foundation for the American Red Cross? And what about the Guggenheims, who established the Guggenheim Foundation to support artists in America? Should I continue?",JEWS,V1
2749,Muslims are not welcome here. They are not like us and they cannot coexist peacefully with us.,"There is no evidence that Islam is a problem in general, or in the UK specifically, and there is no evidence that Muslims are less able to coexist peacefully than non-Muslims.",MUSLIMS,V5
