hateSpeech,counterSpeech,cnType,Target
"LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school, they'll end up being bullied.","Unbiased and factual lectures can clear up any misconceptions that can create an aversion against the LGBTQ+ community in some students' minds. They could have a weekly/monthly assembly or something like that and daily reminders that anonymous reports of bullying are an option\(can help school keep track of any effects the lectures have on students and overall acceptance\). Schools are required to end and prevent bullying when they can, and this is an opportunity to do so.",Informative,LGBT+
Homosexuals have no place in a civilised society.,"Homosexuals exist, and are as much a part of civilized society as anybody else. To spread hate is more of an uncilised act than loving someone of the same sex.",Positive,LGBT+
If you are a Hindu you should go back to your cave and make love to your dead relatives.,The problem is that Hindus are finding it difficult to integrate into mainstream society when being treated this way.,Positive,other
Gays are just hating animals.,Just because you disagree with their sexuality doesn't mean you have a right to hate on them.,Positive,LGBT+
Black people are weak and I don't care about them.,"You can't blame people of color for being weak, this is racism. Black people are people as is anybody else.",Denouncing,POC
"If a black person were to say that all white people are bad, nobody would complain.","The statement ""all white people are bad"" is not a fair statement. Many whites are 'good' and some are 'racist' because they think that being white is a mark of superiority.",Informative,POC
"Fat people should be isolated from society, so we will eventually have a healthier world.","This makes fat shaming directly analogous to other forms of discrimination, like racism and sexism.",Denouncing,other
Black folks are objects. They are subhuman.,"I find it amazing that you think this, but in reality people of colour are very similar to us in many ways.",Positive,POC
"Afro-Caribbean people presence is a burden on society, they create crime and are a burden because they don't want to work.",Why a burden? How can you say so? Attitudes to work are not genetic for goodness sake!,Questioning,POC
mentally disabled folks deserve to be abused,"This is not true, disabled people deserve to be protected from harm, they are people who face many issues already, let's not add emotional distress.",Denouncing,DISABLED
Jews control Hollywood.,"Hollywood is an extremely diverse industry, and Jews are a small but vocal minority of actors, directors, producers, etc. How can you say that Jews control the Hollywood industry?",Informative,JEWS
Gypsies use children as thieves.,"There is only one legal case of a 15-year-old girl convicted of stealing, but it seem to have been a hoax by the mafia.",Informative,other
